k_brake,valid_trials,mean_cost,std_cost,median_cost,mean_score,mean_stop_time_s,mean_stop_distance_m,mean_reverse_mps,mean_current_est,mean_oscillation,mean_peak_speed_mps,sem_cost
0.0,2,2.320843083356607,0.071434563965405,2.320843083356607,2.5659251127910014,1.2800425000000013,0.6429413063955001,0.0,0.0,0.0,1.108183,0.05051186459104206
200.0,4,1.8175431952237109,0.11833211170716733,1.7698097062761462,2.0271585676735007,0.88628525,0.4132295413367503,0.0,2096.0949,0.0,1.1160999999999999,0.059166055853583664
400.0,5,1.7318492051549161,0.14502037600298667,1.7602730386235883,1.9736693629941997,0.7010725999999998,0.3497066834970998,0.0,3821.22264,0.0,1.1453296,0.06485508377305149
600.0,4,1.472979258376527,0.08440303439278028,1.4418184262231581,1.81720669232375,0.6437982499999999,0.286704221161875,0.0,4000.0,0.0,1.2338787500000001,0.04220151719639014
800.0,5,1.3184735496392022,0.1859656046209121,1.2408718719823468,1.588444638974401,0.5369252000000003,0.22575971948720025,0.0,4000.0,0.0,1.2005684,0.0831663466818417
1000.0,3,1.2809464130467025,0.18663655857352443,1.2166508385415913,1.4372501647303322,0.4867073333333331,0.17527141569849955,0.0,4000.0,0.0,1.1279806666666667,0.1077546673330497
1200.0,2,1.2055515571413484,0.13655148744574286,1.2055515571413484,1.4017700773110018,0.48501000000000083,0.1583800386555005,0.0,4000.0,0.0,1.159148,0.09655648275399448
