k_brake,valid_trials,mean_score,mean_stop_time_s,mean_stop_distance_m,mean_reverse_mps,mean_current_est,mean_oscillation,mean_peak_speed_mps
1000.0,5,1.4293987660363996,0.48199179999999997,0.17370348301819982,0.0,4000.0,0.0,1.0972328
1200.0,5,1.5450925850499995,0.5400465999999998,0.2025229925249999,0.0,4000.0,0.0,1.1954346
800.0,5,1.588444638974401,0.5369252000000003,0.22575971948720025,0.0,4000.0,0.0,1.2005684
600.0,5,1.755897506023,0.6190329999999999,0.2684322530115001,0.0,4000.0,0.0,1.1865142
400.0,5,1.9736693629941997,0.7010725999999998,0.3497066834970998,0.0,3821.22264,0.0,1.1453296
200.0,5,2.0340517546080004,0.8890520000000001,0.4184364043040002,0.0,2054.17964,0.0,1.095161
0.0,5,2.5626734814904,1.3120116000000004,0.6253309407451999,0.0,0.0,0.0,1.0626452
